A,B,C,D
853.7448,753.401,697.4717,873.4846
845.5199,778.0757,671.152,868.5496
848.8099,832.36,829.0701,868.5496
848.8099,848.8099,802.7504,855.3898
850.4548,901.4492,855.3898,857.0347
845.5199,868.5496,802.7504,866.9047
845.5199,855.3898,776.4307,870.1946
840.585,852.0998,776.4307,876.7745
850.4548,829.0701,776.4307,878.4195
850.4548,855.3898,829.0701,863.6147
847.1649,857.0347,802.7504,863.6147
848.8099,875.1295,855.3898,865.2596
861.9697,837.295,776.4307,873.4846
868.5496,843.8749,802.7504,873.4846
852.0998,794.5255,697.4717,860.3247
853.7448,758.3359,796.1705,863.6147
847.1649,774.7858,690.8917,861.9697
845.5199,832.36,690.8917,865.2596
842.2299,843.8749,690.8917,861.9697
845.5199,934.3488,796.1705,858.6797
855.3898,847.1649,690.8917,866.9047
845.5199,824.1351,690.8917,866.9047
847.1649,857.0347,690.8917,863.6147
850.4548,840.585,690.8917,863.6147
857.0347,812.6203,585.613,866.9047
861.9697,743.5311,585.613,863.6147
857.0347,842.2299,796.1705,865.2596
855.3898,774.7858,690.8917,863.6147
858.6797,866.9047,901.4492,871.8396
848.8099,837.295,796.1705,868.5496
848.8099,865.2596,901.4492,873.4846
838.94,906.3842,901.4492,865.2596
840.585,873.4846,1006.728,866.9047
850.4548,899.8043,1006.728,861.9697
853.7448,814.2653,901.4492,868.5496
857.0347,814.2653,901.4492,873.4846
868.5496,735.3062,796.1705,863.6147
853.7448,807.6854,1006.728,868.5496
847.1649,807.6854,901.4492,863.6147
845.5199,912.9641,1112.007,861.9697
840.585,886.6444,1006.728,853.7448
853.7448,827.4251,901.4492,865.2596
840.585,853.7448,1006.728,860.3247
845.5199,814.2653,901.4492,865.2596
855.3898,853.7448,1006.728,863.6147
857.0347,741.8861,796.1705,865.2596
850.4548,801.1054,901.4492,863.6147
843.8749,827.4251,901.4492,857.0347
845.5199,880.0645,796.1705,860.3247
843.8749,932.7039,690.8917,857.0347
847.1649,827.4251,480.3343,861.9697
857.0347,827.4251,585.613,866.9047
855.3898,827.4251,585.613,868.5496
855.3898,827.4251,585.613,871.8396
857.0347,774.7858,480.3343,873.4846
847.1649,853.7448,690.8917,865.2596
845.5199,827.4251,585.613,870.1946
855.3898,906.3842,901.4492,863.6147
845.5199,906.3842,796.1705,853.7448
850.4548,827.4251,690.8917,863.6147
855.3898,880.0645,796.1705,852.0998
850.4548,827.4251,690.8917,860.3247
855.3898,827.4251,796.1705,857.0347
860.3247,827.4251,796.1705,861.9697
848.8099,820.8452,796.1705,861.9697
858.6797,774.7858,690.8917,866.9047
855.3898,781.3657,796.1705,865.2596
848.8099,827.4251,796.1705,863.6147
848.8099,781.3657,796.1705,861.9697
845.5199,853.7448,901.4492,848.8099
852.0998,847.1649,796.1705,863.6147
843.8749,853.7448,796.1705,853.7448
852.0998,912.9641,848.8099,855.3898
850.4548,840.585,743.5311,858.6797
853.7448,853.7448,796.1705,853.7448
853.7448,840.585,796.1705,858.6797
850.4548,787.9456,743.5311,863.6147
850.4548,794.5255,901.4492,863.6147
843.8749,755.046,743.5311,863.6147
852.0998,820.8452,901.4492,860.3247
848.8099,875.1295,848.8099,857.0347
837.295,880.0645,743.5311,855.3898
847.1649,779.7207,690.8917,860.3247
850.4548,853.7448,796.1705,860.3247
845.5199,804.3954,690.8917,861.9697
848.8099,829.0701,743.5311,865.2596
843.8749,792.8806,743.5311,866.9047
838.94,819.2002,796.1705,853.7448
834.005,830.7151,796.1705,855.3898
845.5199,815.9103,796.1705,858.6797
848.8099,870.1946,848.8099,860.3247
845.5199,832.36,796.1705,863.6147
850.4548,865.2596,848.8099,866.9047
855.3898,857.0347,848.8099,865.2596
865.2596,878.4195,848.8099,884.9995
848.8099,843.8749,796.1705,871.8396
834.005,825.7802,796.1705,848.8099
848.8099,898.1592,901.4492,860.3247
855.3898,814.2653,743.5311,866.9047
868.5496,829.0701,848.8099,866.9047
873.4846,852.0998,848.8099,881.7095
848.8099,822.4902,848.8099,865.2596
863.6147,797.8155,848.8099,868.5496
870.1946,753.401,848.8099,883.3544
855.3898,817.5552,848.8099,868.5496
861.9697,797.8155,796.1705,873.4846
860.3247,845.5199,901.4492,871.8396
861.9697,926.124,954.0886,878.4195
853.7448,880.0645,848.8099,871.8396
852.0998,822.4902,743.5311,878.4195
857.0347,852.0998,848.8099,880.0645
865.2596,838.94,796.1705,881.7095
866.9047,786.3006,690.8917,884.9995
870.1946,733.6613,480.3343,873.4846
873.4846,838.94,690.8917,875.1295
860.3247,786.3006,585.613,875.1295
857.0347,891.5793,796.1705,863.6147
848.8099,891.5793,690.8917,870.1946
858.6797,838.94,690.8917,876.7745
863.6147,838.94,796.1705,865.2596
860.3247,838.94,796.1705,866.9047
863.6147,838.94,796.1705,870.1946
863.6147,786.3006,690.8917,870.1946
863.6147,838.94,690.8917,876.7745
861.9697,786.3006,690.8917,870.1946
860.3247,891.5793,901.4492,871.8396
853.7448,891.5793,796.1705,866.9047
853.7448,891.5793,901.4492,866.9047
861.9697,848.8099,769.8508,870.1946
861.9697,860.3247,769.8508,880.0645
861.9697,847.1649,796.1705,881.7095
865.2596,812.6203,769.8508,876.7745
855.3898,835.65,769.8508,866.9047
857.0347,810.9753,743.5311,866.9047
861.9697,837.295,901.4492,878.4195
860.3247,848.8099,875.1295,870.1946
853.7448,832.36,769.8508,863.6147
852.0998,740.2411,638.2524,857.0347
850.4548,759.9809,638.2524,858.6797
847.1649,845.5199,822.4902,857.0347
858.6797,843.8749,822.4902,863.6147
857.0347,911.3191,901.4492,858.6797
858.6797,898.1592,848.8099,853.7448
853.7448,824.1351,743.5311,868.5496
853.7448,871.8396,847.1649,865.2596
857.0347,832.36,768.2058,865.2596
845.5199,799.4604,794.5255,861.9697
848.8099,783.0106,794.5255,863.6147
843.8749,779.7207,768.2058,865.2596
842.2299,835.65,926.124,870.1946
845.5199,884.9995,926.124,861.9697
848.8099,917.899,899.8043,861.9697
853.7448,832.36,847.1649,870.1946
848.8099,832.36,794.5255,870.1946
850.4548,792.8806,768.2058,870.1946
850.4548,825.7802,794.5255,865.2596
847.1649,776.4307,636.6074,868.5496
850.4548,809.3303,820.8452,860.3247
848.8099,868.5496,847.1649,860.3247
843.8749,832.36,820.8452,860.3247
850.4548,875.1295,873.4846,858.6797
847.1649,824.1351,820.8452,861.9697
852.0998,858.6797,873.4846,861.9697
853.7448,842.2299,873.4846,863.6147
840.585,802.7504,820.8452,866.9047
845.5199,791.2355,820.8452,858.6797
842.2299,827.4251,873.4846,857.0347
845.5199,827.4251,873.4846,860.3247
850.4548,880.0645,926.124,858.6797
852.0998,932.7039,926.124,861.9697
847.1649,842.2299,820.8452,860.3247
848.8099,866.9047,820.8452,865.2596
858.6797,797.8155,715.5665,870.1946
853.7448,796.1705,820.8452,870.1946
848.8099,773.1407,715.5665,870.1946
847.1649,766.5609,715.5665,858.6797
838.94,848.8099,873.4846,853.7448
847.1649,829.0701,820.8452,861.9697
843.8749,945.8637,1031.403,850.4548
855.3898,865.2596,820.8452,860.3247
843.8749,819.2002,768.2058,866.9047
835.65,842.2299,873.4846,861.9697
847.1649,832.36,873.4846,861.9697
835.65,779.7207,820.8452,863.6147
848.8099,773.1407,820.8452,858.6797
848.8099,822.4902,820.8452,857.0347
843.8749,809.3303,820.8452,861.9697
848.8099,901.4492,873.4846,858.6797
853.7448,929.4139,926.124,860.3247
850.4548,837.295,715.5665,876.7745
840.585,852.0998,768.2058,861.9697
853.7448,848.8099,768.2058,871.8396
855.3898,792.8806,768.2058,873.4846
853.7448,740.2411,662.9271,870.1946
853.7448,819.2002,873.4846,870.1946
847.1649,819.2002,768.2058,863.6147
845.5199,898.1592,873.4846,860.3247
850.4548,898.1592,768.2058,857.0347
848.8099,819.2002,715.5665,868.5496
847.1649,845.5199,820.8452,871.8396
843.8749,845.5199,820.8452,873.4846
847.1649,819.2002,820.8452,868.5496
843.8749,792.8806,768.2058,870.1946
838.94,819.2002,768.2058,870.1946
848.8099,819.2002,820.8452,868.5496
850.4548,871.8396,873.4846,866.9047
857.0347,924.4789,926.124,868.5496
858.6797,845.5199,768.2058,866.9047
850.4548,845.5199,768.2058,866.9047
840.585,792.8806,768.2058,870.1946
843.8749,792.8806,768.2058,866.9047
850.4548,740.2411,557.6483,865.2596
848.8099,792.8806,873.4846,860.3247
845.5199,845.5199,820.8452,863.6147
838.94,792.8806,715.5665,865.2596
835.65,950.7986,978.7633,871.8396
848.8099,845.5199,715.5665,865.2596
850.4548,898.1592,820.8452,861.9697
838.94,845.5199,820.8452,868.5496
835.65,845.5199,768.2058,863.6147
842.2299,792.8806,768.2058,873.4846
848.8099,792.8806,820.8452,868.5496
868.5496,845.5199,926.124,878.4195
848.8099,845.5199,820.8452,858.6797
832.36,898.1592,873.4846,853.7448
842.2299,865.2596,926.124,847.1649
825.7802,852.0998,873.4846,837.295
834.005,832.36,873.4846,855.3898
838.94,871.8396,926.124,857.0347
840.585,779.7207,715.5665,853.7448
835.65,799.4604,873.4846,842.2299
830.7151,871.8396,926.124,838.94
834.005,786.3006,715.5665,848.8099
838.94,983.6982,1084.042,850.4548
842.2299,825.7802,715.5665,857.0347
840.585,832.36,820.8452,861.9697
842.2299,865.2596,926.124,863.6147
840.585,832.36,820.8452,860.3247
850.4548,773.1407,820.8452,860.3247
834.005,786.3006,820.8452,853.7448
837.295,825.7802,873.4846,855.3898
842.2299,858.6797,899.8043,852.0998
832.36,924.4789,873.4846,852.0998
842.2299,838.94,741.8861,855.3898
843.8749,855.3898,715.5665,858.6797
842.2299,825.7802,689.2468,866.9047
840.585,802.7504,662.9271,858.6797
837.295,743.5311,636.6074,861.9697
835.65,802.7504,715.5665,860.3247
838.94,796.1705,689.2468,857.0347
835.65,835.65,820.8452,858.6797
837.295,855.3898,820.8452,857.0347
837.295,799.4604,715.5665,866.9047
834.005,842.2299,794.5255,868.5496
838.94,838.94,794.5255,866.9047
832.36,819.2002,768.2058,871.8396
830.7151,779.7207,741.8861,865.2596
832.36,812.6203,847.1649,857.0347
832.36,852.0998,952.4436,852.0998
829.0701,799.4604,952.4436,858.6797
837.295,884.9995,1057.722,860.3247
842.2299,845.5199,952.4436,866.9047
838.94,865.2596,1005.083,853.7448
840.585,865.2596,952.4436,845.5199
838.94,865.2596,952.4436,848.8099
840.585,753.401,689.2468,848.8099
835.65,759.9809,689.2468,850.4548
834.005,825.7802,794.5255,850.4548
842.2299,825.7802,847.1649,855.3898
834.005,937.6388,952.4436,850.4548
829.0701,865.2596,794.5255,860.3247
838.94,819.2002,794.5255,858.6797
832.36,858.6797,847.1649,852.0998
845.5199,866.9047,891.5793,861.9697
853.7448,758.3359,628.3825,860.3247
848.8099,766.5609,733.6613,860.3247
838.94,810.9753,786.3006,860.3247
840.585,766.5609,786.3006,863.6147
835.65,847.1649,891.5793,848.8099
838.94,840.585,786.3006,855.3898
837.295,852.0998,786.3006,848.8099
835.65,921.189,838.94,842.2299
847.1649,898.1592,838.94,848.8099
855.3898,865.2596,786.3006,852.0998
865.2596,840.585,838.94,858.6797
858.6797,787.9456,733.6613,857.0347
842.2299,745.1761,786.3006,858.6797
843.8749,766.5609,786.3006,861.9697
845.5199,794.5255,891.5793,865.2596
850.4548,838.94,891.5793,863.6147
848.8099,866.9047,917.899,865.2596
838.94,893.2243,996.8581,858.6797
850.4548,857.0347,838.94,868.5496
858.6797,847.1649,865.2596,866.9047
860.3247,832.36,812.6203,870.1946
853.7448,827.4251,838.94,868.5496
855.3898,774.7858,707.3416,863.6147
852.0998,794.5255,838.94,871.8396
861.9697,799.4604,786.3006,868.5496
857.0347,773.1407,786.3006,866.9047
852.0998,830.7151,838.94,855.3898
855.3898,855.3898,838.94,858.6797
853.7448,784.6556,786.3006,863.6147
852.0998,819.2002,838.94,868.5496
853.7448,848.8099,838.94,870.1946
847.1649,850.4548,838.94,861.9697
843.8749,922.834,786.3006,861.9697
847.1649,850.4548,628.3825,863.6147
850.4548,850.4548,681.0219,871.8396
843.8749,824.1351,628.3825,873.4846
842.2299,824.1351,628.3825,868.5496
843.8749,745.1761,523.1038,868.5496
843.8749,824.1351,733.6613,868.5496
850.4548,784.6556,628.3825,866.9047
850.4548,830.7151,786.3006,873.4846
840.585,876.7745,786.3006,868.5496
848.8099,824.1351,733.6613,871.8396
853.7448,810.9753,733.6613,871.8396
848.8099,824.1351,733.6613,861.9697
857.0347,850.4548,838.94,866.9047
855.3898,903.0942,944.2187,865.2596
858.6797,870.1946,838.94,871.8396
857.0347,863.6147,891.5793,865.2596
850.4548,807.6854,786.3006,868.5496
855.3898,838.94,891.5793,866.9047
861.9697,769.8508,733.6613,871.8396
852.0998,746.8211,838.94,863.6147
843.8749,860.3247,944.2187,861.9697
847.1649,812.6203,944.2187,865.2596
842.2299,945.8637,1154.776,853.7448
850.4548,861.9697,838.94,868.5496
858.6797,817.5552,838.94,875.1295
852.0998,819.2002,838.94,871.8396
847.1649,809.3303,838.94,870.1946
850.4548,778.0757,838.94,868.5496
845.5199,753.401,786.3006,855.3898
848.8099,827.4251,891.5793,857.0347
863.6147,838.94,891.5793,870.1946
852.0998,857.0347,865.2596,860.3247
843.8749,842.2299,865.2596,868.5496
847.1649,815.9103,812.6203,866.9047
852.0998,863.6147,891.5793,860.3247
853.7448,825.7802,812.6203,866.9047
860.3247,820.8452,812.6203,861.9697
858.6797,796.1705,812.6203,860.3247
850.4548,834.005,838.94,860.3247
853.7448,824.1351,812.6203,861.9697
852.0998,822.4902,865.2596,858.6797
843.8749,806.0403,786.3006,860.3247
852.0998,830.7151,865.2596,860.3247
847.1649,812.6203,838.94,866.9047
842.2299,824.1351,812.6203,858.6797
855.3898,848.8099,865.2596,866.9047
853.7448,850.4548,865.2596,865.2596
843.8749,863.6147,865.2596,860.3247
838.94,860.3247,865.2596,861.9697
840.585,847.1649,812.6203,857.0347
845.5199,853.7448,812.6203,857.0347
850.4548,804.3954,707.3416,866.9047
850.4548,705.6966,707.3416,871.8396
840.585,834.005,865.2596,860.3247
835.65,814.2653,865.2596,853.7448
829.0701,916.254,1023.178,848.8099
840.585,870.1946,812.6203,861.9697
853.7448,840.585,812.6203,878.4195
855.3898,876.7745,812.6203,865.2596
843.8749,787.9456,707.3416,853.7448
845.5199,807.6854,812.6203,852.0998
829.0701,725.4363,707.3416,850.4548
822.4902,794.5255,812.6203,842.2299
827.4251,835.65,812.6203,845.5199
824.1351,898.1592,917.899,840.585
840.585,924.4789,865.2596,852.0998
843.8749,824.1351,707.3416,860.3247
842.2299,838.94,759.9809,861.9697
840.585,804.3954,707.3416,860.3247
852.0998,853.7448,865.2596,865.2596
855.3898,858.6797,812.6203,865.2596
840.585,815.9103,707.3416,873.4846
848.8099,838.94,759.9809,868.5496
848.8099,824.1351,759.9809,861.9697
861.9697,794.5255,865.2596,865.2596
863.6147,768.2058,812.6203,868.5496
863.6147,783.0106,812.6203,870.1946
861.9697,806.0403,865.2596,866.9047
843.8749,876.7745,865.2596,860.3247
838.94,889.9344,970.5384,857.0347
842.2299,842.2299,917.899,858.6797
843.8749,834.005,970.5384,853.7448
858.6797,825.7802,970.5384,861.9697
860.3247,799.4604,970.5384,861.9697
858.6797,733.6613,812.6203,868.5496
850.4548,827.4251,1023.178,861.9697
850.4548,794.5255,865.2596,870.1946
848.8099,789.5906,917.899,866.9047
840.585,843.8749,917.899,861.9697
845.5199,829.0701,812.6203,865.2596
837.295,901.4492,970.5384,853.7448
845.5199,881.7095,812.6203,863.6147
850.4548,819.2002,812.6203,861.9697
852.0998,825.7802,812.6203,852.0998
845.5199,810.9753,812.6203,861.9697
840.585,799.4604,733.6613,863.6147
850.4548,746.8211,838.94,871.8396
845.5199,825.7802,944.2187,861.9697
860.3247,825.7802,944.2187,861.9697
843.8749,878.4195,944.2187,853.7448
843.8749,825.7802,838.94,858.6797
845.5199,799.4604,838.94,857.0347
852.0998,852.0998,944.2187,857.0347
852.0998,825.7802,944.2187,852.0998
853.7448,825.7802,944.2187,855.3898
847.1649,852.0998,944.2187,853.7448
842.2299,799.4604,838.94,855.3898
845.5199,825.7802,944.2187,857.0347
850.4548,746.8211,628.3825,865.2596
848.8099,773.1407,733.6613,858.6797
848.8099,904.7392,944.2187,857.0347
850.4548,904.7392,838.94,857.0347
852.0998,829.0701,838.94,861.9697
852.0998,723.7913,786.3006,871.8396
845.5199,806.0403,996.8581,861.9697
843.8749,842.2299,996.8581,868.5496
843.8749,937.6388,1102.137,868.5496
848.8099,825.7802,786.3006,868.5496
852.0998,838.94,891.5793,868.5496
855.3898,855.3898,891.5793,868.5496
847.1649,848.8099,891.5793,858.6797
858.6797,786.3006,838.94,866.9047
860.3247,766.5609,838.94,868.5496
838.94,802.7504,838.94,861.9697
838.94,802.7504,891.5793,860.3247
838.94,852.0998,891.5793,852.0998
842.2299,852.0998,891.5793,865.2596
848.8099,917.899,944.2187,863.6147
847.1649,838.94,733.6613,866.9047
843.8749,812.6203,786.3006,868.5496
852.0998,812.6203,838.94,865.2596
853.7448,759.9809,786.3006,873.4846
857.0347,733.6613,733.6613,871.8396
855.3898,707.3416,786.3006,871.8396
842.2299,759.9809,838.94,863.6147
840.585,759.9809,891.5793,861.9697
829.0701,865.2596,996.8581,852.0998
840.585,812.6203,786.3006,865.2596
853.7448,759.9809,786.3006,871.8396
845.5199,759.9809,733.6613,863.6147
848.8099,812.6203,891.5793,863.6147
837.295,759.9809,786.3006,855.3898
847.1649,786.3006,891.5793,855.3898
847.1649,786.3006,733.6613,860.3247
834.005,814.2653,838.94,857.0347
845.5199,834.005,838.94,855.3898
838.94,860.3247,838.94,860.3247
837.295,834.005,786.3006,858.6797
850.4548,832.36,786.3006,860.3247
852.0998,852.0998,786.3006,861.9697
847.1649,822.4902,733.6613,860.3247
845.5199,843.8749,838.94,860.3247
847.1649,783.0106,786.3006,861.9697
843.8749,814.2653,786.3006,858.6797
847.1649,781.3657,786.3006,855.3898
858.6797,860.3247,891.5793,860.3247
850.4548,838.94,838.94,860.3247
837.295,899.8043,891.5793,860.3247
843.8749,873.4846,838.94,866.9047
835.65,843.8749,786.3006,861.9697
847.1649,848.8099,891.5793,868.5496
853.7448,829.0701,944.2187,868.5496
847.1649,748.4661,891.5793,868.5496
845.5199,743.5311,891.5793,875.1295
840.585,812.6203,944.2187,870.1946
847.1649,824.1351,996.8581,860.3247
845.5199,922.834,996.8581,857.0347
845.5199,829.0701,838.94,866.9047
848.8099,861.9697,838.94,870.1946
858.6797,794.5255,786.3006,868.5496
852.0998,814.2653,786.3006,870.1946
852.0998,736.9512,523.1038,866.9047
850.4548,751.756,733.6613,873.4846
840.585,845.5199,891.5793,870.1946
845.5199,830.7151,838.94,860.3247
838.94,917.899,996.8581,861.9697
845.5199,812.6203,681.0219,861.9697
842.2299,838.94,786.3006,865.2596
834.005,838.94,786.3006,863.6147
847.1649,838.94,786.3006,866.9047
845.5199,733.6613,681.0219,861.9697
850.4548,786.3006,838.94,861.9697
855.3898,812.6203,891.5793,858.6797
842.2299,812.6203,891.5793,857.0347
840.585,917.899,944.2187,861.9697
855.3898,838.94,786.3006,861.9697
853.7448,838.94,786.3006,861.9697
848.8099,812.6203,733.6613,855.3898
847.1649,838.94,838.94,860.3247
845.5199,759.9809,575.7431,858.6797
843.8749,812.6203,838.94,857.0347
847.1649,812.6203,838.94,855.3898
852.0998,838.94,944.2187,853.7448
850.4548,917.899,1154.776,852.0998
853.7448,812.6203,944.2187,861.9697
843.8749,812.6203,1049.497,857.0347
840.585,812.6203,1049.497,863.6147
845.5199,838.94,1049.497,865.2596
853.7448,812.6203,944.2187,857.0347
861.9697,891.5793,1049.497,858.6797
860.3247,838.94,944.2187,863.6147
850.4548,759.9809,733.6613,861.9697
858.6797,786.3006,944.2187,865.2596
852.0998,838.94,944.2187,868.5496
855.3898,812.6203,944.2187,861.9697
860.3247,944.2187,1049.497,861.9697
858.6797,812.6203,733.6613,868.5496
860.3247,812.6203,838.94,865.2596
861.9697,870.1946,838.94,871.8396
866.9047,787.9456,733.6613,861.9697
866.9047,778.0757,786.3006,870.1946
861.9697,759.9809,733.6613,868.5496
858.6797,804.3954,838.94,865.2596
848.8099,815.9103,838.94,865.2596
843.8749,835.65,838.94,863.6147
853.7448,889.9344,944.2187,863.6147
852.0998,792.8806,733.6613,866.9047
852.0998,806.0403,838.94,868.5496
855.3898,837.295,838.94,868.5496
850.4548,781.3657,786.3006,873.4846
848.8099,819.2002,838.94,863.6147
845.5199,815.9103,838.94,871.8396
838.94,784.6556,786.3006,866.9047
847.1649,830.7151,944.2187,871.8396
866.9047,889.9344,962.3135,880.0645
861.9697,850.4548,804.3954,875.1295
838.94,791.2355,771.4958,855.3898
837.295,835.65,863.6147,850.4548
842.2299,876.7745,903.0942,848.8099
853.7448,758.3359,639.8973,857.0347
837.295,773.1407,804.3954,858.6797
832.36,796.1705,791.2355,853.7448
825.7802,827.4251,896.5143,850.4548
843.8749,852.0998,889.9344,853.7448
848.8099,842.2299,883.3544,857.0347
837.295,865.2596,889.9344,848.8099
837.295,853.7448,843.8749,857.0347
840.585,870.1946,883.3544,860.3247
838.94,847.1649,751.756,866.9047
834.005,768.2058,718.8564,860.3247
843.8749,799.4604,817.5552,861.9697
850.4548,763.2709,791.2355,873.4846
852.0998,815.9103,870.1946,860.3247
843.8749,825.7802,817.5552,866.9047
835.65,916.254,1028.113,855.3898
840.585,855.3898,764.9158,855.3898
838.94,814.2653,791.2355,858.6797
845.5199,832.36,817.5552,861.9697
848.8099,827.4251,817.5552,871.8396
853.7448,794.5255,791.2355,876.7745
853.7448,771.4958,791.2355,871.8396
853.7448,806.0403,791.2355,863.6147
855.3898,855.3898,922.834,861.9697
842.2299,888.2894,896.5143,860.3247
853.7448,834.005,791.2355,868.5496
850.4548,843.8749,896.5143,871.8396
847.1649,819.2002,791.2355,871.8396
853.7448,810.9753,843.8749,870.1946
857.0347,751.756,791.2355,871.8396
845.5199,774.7858,843.8749,858.6797
843.8749,796.1705,843.8749,857.0347
843.8749,858.6797,1001.793,860.3247
843.8749,931.0589,1001.793,853.7448
855.3898,817.5552,791.2355,865.2596
838.94,815.9103,791.2355,852.0998
845.5199,834.005,791.2355,853.7448
850.4548,825.7802,791.2355,861.9697
857.0347,755.046,633.3174,861.9697
847.1649,771.4958,791.2355,857.0347
848.8099,835.65,843.8749,853.7448
852.0998,866.9047,843.8749,852.0998
843.8749,912.9641,896.5143,850.4548
855.3898,858.6797,791.2355,860.3247
843.8749,838.94,843.8749,855.3898
850.4548,855.3898,949.1537,860.3247
847.1649,796.1705,843.8749,858.6797
847.1649,750.111,843.8749,865.2596
842.2299,773.1407,843.8749,855.3898
847.1649,825.7802,896.5143,857.0347
847.1649,875.1295,949.1537,850.4548
847.1649,901.4492,896.5143,857.0347
848.8099,845.5199,896.5143,863.6147
853.7448,845.5199,843.8749,860.3247
853.7448,819.2002,843.8749,868.5496
847.1649,792.8806,738.5962,863.6147
847.1649,730.3713,580.678,866.9047
840.585,792.8806,843.8749,857.0347
843.8749,842.2299,843.8749,861.9697
845.5199,878.4195,949.1537,855.3898
840.585,924.4789,975.4733,865.2596
850.4548,799.4604,791.2355,870.1946
847.1649,845.5199,922.834,863.6147
853.7448,845.5199,922.834,858.6797
858.6797,759.9809,764.9158,858.6797
857.0347,740.2411,817.5552,858.6797
852.0998,766.5609,817.5552,860.3247
845.5199,792.8806,949.1537,866.9047
838.94,865.2596,975.4733,850.4548
852.0998,904.7392,896.5143,863.6147
860.3247,832.36,896.5143,873.4846
850.4548,792.8806,764.9158,861.9697
850.4548,786.3006,764.9158,850.4548
847.1649,759.9809,764.9158,861.9697
838.94,740.2411,791.2355,860.3247
847.1649,792.8806,843.8749,860.3247
840.585,810.9753,817.5552,858.6797
830.7151,883.3544,922.834,847.1649
850.4548,921.189,870.1946,855.3898
850.4548,817.5552,764.9158,861.9697
842.2299,822.4902,791.2355,865.2596
842.2299,799.4604,791.2355,861.9697
840.585,786.3006,764.9158,861.9697
838.94,751.756,764.9158,858.6797
843.8749,819.2002,843.8749,860.3247
843.8749,783.0106,764.9158,860.3247
850.4548,884.9995,1001.793,857.0347
850.4548,912.9641,896.5143,863.6147
840.585,825.7802,764.9158,858.6797
845.5199,835.65,791.2355,861.9697
837.295,814.2653,791.2355,855.3898
855.3898,806.0403,764.9158,861.9697
853.7448,733.6613,659.6371,865.2596
832.36,799.4604,659.6371,857.0347
838.94,786.3006,659.6371,860.3247
829.0701,825.7802,764.9158,855.3898
835.65,858.6797,764.9158,848.8099
838.94,825.7802,764.9158,850.4548
834.005,904.7392,870.1946,852.0998
837.295,845.5199,764.9158,853.7448
835.65,878.4195,764.9158,861.9697
834.005,806.0403,659.6371,853.7448
843.8749,799.4604,659.6371,863.6147
850.4548,786.3006,554.3584,865.2596
847.1649,746.8211,554.3584,863.6147
838.94,838.94,870.1946,861.9697
835.65,832.36,764.9158,855.3898
835.65,931.0589,975.4733,855.3898
845.5199,852.0998,659.6371,861.9697
852.0998,852.0998,764.9158,860.3247
853.7448,852.0998,764.9158,860.3247
845.5199,825.7802,764.9158,870.1946
852.0998,773.1407,659.6371,871.8396
848.8099,773.1407,659.6371,875.1295
843.8749,852.0998,764.9158,858.6797
848.8099,852.0998,764.9158,863.6147
853.7448,931.0589,764.9158,871.8396
865.2596,878.4195,659.6371,884.9995
845.5199,852.0998,659.6371,860.3247
852.0998,825.7802,659.6371,850.4548
861.9697,878.4195,764.9158,857.0347
855.3898,773.1407,659.6371,860.3247
875.1295,825.7802,870.1946,880.0645
850.4548,799.4604,659.6371,860.3247
845.5199,840.585,888.2894,857.0347
855.3898,952.4436,993.5681,858.6797
861.9697,873.4846,783.0106,863.6147
857.0347,866.9047,783.0106,866.9047
848.8099,814.2653,677.7319,863.6147
857.0347,847.1649,783.0106,861.9697
860.3247,761.6259,572.4532,861.9697
855.3898,807.6854,783.0106,855.3898
853.7448,834.005,783.0106,860.3247
855.3898,774.7858,783.0106,866.9047
840.585,853.7448,888.2894,855.3898
843.8749,814.2653,783.0106,865.2596
834.005,906.3842,993.5681,853.7448
840.585,866.9047,783.0106,861.9697
847.1649,847.1649,783.0106,861.9697
850.4548,827.4251,783.0106,858.6797
850.4548,827.4251,783.0106,860.3247
850.4548,761.6259,677.7319,868.5496
843.8749,761.6259,783.0106,868.5496
847.1649,847.1649,940.9288,865.2596
845.5199,779.7207,835.65,870.1946
838.94,866.9047,993.5681,855.3898
848.8099,838.94,888.2894,865.2596
838.94,850.4548,888.2894,865.2596
837.295,896.5143,888.2894,863.6147
843.8749,875.1295,888.2894,861.9697
855.3898,838.94,783.0106,860.3247
857.0347,840.585,835.65,865.2596
861.9697,838.94,835.65,865.2596
857.0347,761.6259,835.65,870.1946
842.2299,763.2709,783.0106,866.9047
842.2299,794.5255,835.65,868.5496
840.585,807.6854,835.65,865.2596
847.1649,880.0645,888.2894,868.5496
848.8099,838.94,888.2894,866.9047
855.3898,939.2838,993.5681,860.3247
847.1649,858.6797,835.65,865.2596
848.8099,837.295,835.65,870.1946
850.4548,835.65,888.2894,871.8396
847.1649,794.5255,835.65,870.1946
852.0998,822.4902,940.9288,866.9047
850.4548,771.4958,730.3713,868.5496
847.1649,829.0701,835.65,868.5496
843.8749,863.6147,835.65,860.3247
845.5199,893.2243,783.0106,858.6797
857.0347,880.0645,835.65,858.6797
857.0347,850.4548,730.3713,866.9047
860.3247,832.36,783.0106,871.8396
858.6797,791.2355,677.7319,881.7095
850.4548,750.111,677.7319,857.0347
852.0998,797.8155,783.0106,850.4548
860.3247,860.3247,783.0106,855.3898
860.3247,857.0347,783.0106,853.7448
857.0347,860.3247,730.3713,878.4195
847.1649,791.2355,677.7319,863.6147
852.0998,883.3544,888.2894,873.4846
